,score
428,-20
429,-20
430,-40
431,-60
432,-60
433,-40
434,-20
435,-40
436,-60
437,-80
438,-20
439,-20
440,-60
441,-60
442,-80
443,-20
444,-20
445,-40
446,-40
447,-20
448,88
449,-20
450,-20
451,0
452,-20
453,-40
454,0
455,-40
456,-60
457,-40
458,-20
459,0
460,50
461,-20
462,0
463,-80
464,-60
465,0
466,0
467,-40
468,64
469,-60
470,-20
471,0
472,0
473,0
474,-60
475,-20
476,-20
477,-60
478,-40
479,0
480,-80
481,-40
482,0
483,0
484,-60
485,0
486,-40
487,0
488,-40
489,0
490,-40
491,-40
492,-40
493,0
494,-40
495,0
496,-60
497,-40
498,-20
499,-40
500,-40
501,-80
502,0
503,-40
504,-20
505,-20
506,-20
507,-40
508,0
509,-20
510,0
511,-20
512,-80
513,-40
514,64
515,-60
516,0
517,0
518,-60
519,0
520,-40
521,-40
522,-40
523,0
524,0
525,-20
526,0
527,-40
528,36
529,0
530,58
531,-20
532,0
533,-40
534,0
535,0
536,-80
537,0
538,-40
539,0
540,-20
541,-60
542,0
543,-20
544,-40
545,0
546,-20
547,0
548,-40
549,-80
550,-20
551,-40
552,-80
553,-60
554,-60
555,0
556,-20
557,0
558,-20
559,-20
560,-20
561,-20
562,0
563,-20
564,-60
565,-40
566,-80
567,-60
568,-40
569,0
570,-40
571,-20
572,-20
573,-40
574,-40
575,-20
576,0
577,-40
578,-20
579,-60
580,-20
581,-20
582,0
583,-20
584,-40
585,0
586,-40
587,-40
588,-20
589,-60
590,-60
591,-60
592,76
593,-20
594,-40
595,-40
596,-40
597,-60
598,68
599,0
600,-60
601,-20
602,-20
603,-20
604,-40
605,-20
606,0
607,-20
608,-60
609,0
610,-40
611,-20
612,-20
613,0
614,0
615,-20
616,0
617,-20
618,-40
619,-20
620,-20
621,-40
622,-80
623,-20
624,30
625,-20
626,0
627,0
628,-20
629,-40
630,-80
631,74
632,-20
633,0
634,-20
635,-40
636,-20
637,-80
638,-20
639,0
640,-60
641,-20
642,20
643,0
644,-60
645,-40
646,-40
647,-20
648,20
649,-40
650,-40
651,-40
652,50
653,0
654,0
655,-20
656,-20
657,-20
658,-40
659,-20
660,-60
661,-20
662,-20
663,-60
664,-20
665,-20
666,-40
667,0
668,-20
669,66
670,-20
671,-20
672,-20
673,-40
674,-40
675,-20
676,-40
677,-40
678,-20
679,-20
680,-60
681,-20
682,0
683,-40
684,-20
685,0
686,0
687,-60
688,-40
689,0
690,0
691,-20
692,-40
693,-20
694,0
695,0
696,0
697,-40
698,-40
699,-20
700,-40
701,58
702,0
703,-60
704,-20
705,-40
706,-20
707,0
708,-40
709,-20
710,-40
711,-60
712,0
713,-20
714,-20
715,-40
716,0
717,44
718,-40
719,-20
720,-20
721,-20
722,-20
723,-40
724,-20
725,-40
726,-20
727,0
728,-20
729,-20
730,-20
731,-20
732,88
733,-40
734,-100
735,-20
736,-20
737,-20
738,-20
739,0
740,0
741,0
742,46
743,0
744,-20
745,-20
746,-20
747,-20
748,0
749,0
750,-40
751,-40
752,-20
753,0
754,-40
755,-20
756,0
757,0
758,-20
759,-40
760,-60
761,0
762,-60
763,-40
764,-20
765,-20
766,54
767,-80
768,26
769,-40
770,-100
771,30
772,-60
773,-20
774,-60
775,0
776,-40
777,-60
778,0
779,-20
780,0
781,-20
782,-80
783,0
784,-80
785,-40
786,0
787,-60
788,-40
789,-20
790,0
791,-40
792,40
793,-60
794,-40
795,-20
796,0
797,-20
798,-40
799,-20
800,86
801,-60
802,-60
803,0
804,0
805,0
806,-40
807,-20
808,-40
809,78
810,-40
811,-40
812,0
813,-40
814,-40
815,0
816,-40
817,-40
818,-40
819,-20
820,-20
821,-20
822,0
823,-20
824,-20
825,-20
826,0
827,0
828,-20
829,0
830,0
831,0
832,-40
833,-40
834,-20
835,-40
836,-20
837,54
838,-20
839,0
840,50
841,-20
842,20
843,-20
844,0
845,-20
846,0
847,-40
848,-40
849,-40
850,-60
851,0
852,0
853,54
854,-40
855,0
856,-80
857,-80
858,-40
859,-60
860,-40
861,82
862,-20
863,-20
864,-20
865,26
866,-40
867,-40
868,-40
869,-80
870,-20
871,-20
872,-20
873,-20
874,-20
875,-40
876,-60
877,32
878,-40
879,-20
880,-80
881,0
882,-80
883,0
884,-20
885,-60
886,20
887,0
888,0
889,-20
890,-20
891,0
892,0
893,-60
894,-20
895,-40
896,-60
897,46
898,-60
899,-20
900,34
901,0
902,-60
903,-80
904,-40
905,36
906,-60
907,-40
908,-20
909,-60
910,0
911,0
912,-20
913,-20
914,-40
915,0
916,0
917,-60
918,94
919,-20
920,44
921,52
922,0
923,-20
924,-20
925,-40
926,0
927,-40
928,92
929,-60
930,-40
931,-40
932,-20
933,0
934,-40
935,0
936,-20
937,-40
938,-40
939,-40
940,-20
941,0
942,-60
943,-60
944,-60
945,-40
946,-20
947,0
948,-100
949,-40
950,-40
951,58
952,-40
953,-40
954,66
955,0
956,-20
957,0
958,-20
959,-60
960,0
961,-20
962,50
963,-20
964,-20
965,-60
966,-40
967,-20
968,-20
969,-20
970,0
971,-40
972,0
973,-20
974,-20
975,34
976,-20
977,0
978,0
979,-20
980,-20
981,-20
982,-20
983,-60
984,-40
985,0
986,0
987,-60
988,0
989,-40
990,-80
991,0
992,88
993,-40
994,-20
995,0
996,0
997,-40
998,-20
999,-20
