,score
510,-60
511,-80
512,-40
513,0
514,0
515,-20
516,-80
517,-80
518,20
519,-60
520,-60
521,-20
522,-40
523,0
524,-40
525,-20
526,40
527,0
528,-20
529,-20
530,-20
531,-40
532,-40
533,-20
534,-60
535,-80
536,-60
537,-20
538,40
539,-20
540,-60
541,-40
542,-20
543,-40
544,-40
545,-20
546,-60
547,-80
548,-40
549,-60
550,-80
551,20
552,-60
553,-40
554,-60
555,-40
556,-40
557,-40
558,20
559,20
560,-20
561,-20
562,20
563,-40
564,20
565,-60
566,20
567,-60
568,-60
569,-60
570,20
571,-40
572,-20
573,-60
574,-40
575,-20
576,-20
577,-80
578,-20
579,0
580,-20
581,-20
582,0
583,0
584,0
585,-20
586,-80
587,-40
588,-40
589,-20
590,-20
591,-80
592,0
593,-20
594,-80
595,20
596,-40
597,-20
598,-60
599,-40
600,20
601,-60
602,0
603,-20
604,-40
605,-40
606,20
607,-80
608,20
609,0
610,0
611,-40
612,0
613,-60
614,60
615,-40
616,0
617,20
618,-100
619,20
620,20
621,-20
622,0
623,20
624,-20
625,-20
626,20
627,0
628,-40
629,20
630,-20
631,-40
632,20
633,-60
634,40
635,0
636,0
637,-60
638,-60
639,0
640,-20
641,-60
642,20
643,0
644,-60
645,-40
646,-20
647,-60
648,-60
649,20
650,-80
651,-40
652,0
653,-20
654,-40
655,-60
656,-60
657,-100
658,-20
659,-60
660,40
661,20
662,-100
663,-40
664,-80
665,-20
666,-80
667,-20
668,-20
669,-40
670,-60
671,-40
672,40
673,-60
674,-80
675,20
676,20
677,0
678,-40
679,-40
680,-40
681,-20
682,-20
683,0
684,20
685,-40
686,-60
687,-40
688,-20
689,-40
690,-60
691,-40
692,-40
693,-40
694,20
695,0
696,-60
697,-40
698,0
699,-60
700,-100
701,-40
702,-60
703,-40
704,-60
705,-20
706,-20
707,-80
708,-20
709,-40
710,-60
711,-100
712,-60
713,-20
714,40
715,-40
716,-40
717,-40
718,-60
719,-40
720,0
721,-40
722,-60
723,-60
724,40
725,0
726,-40
727,80
728,0
729,-40
730,-80
731,20
732,-20
733,0
734,-100
735,20
736,-60
737,0
738,-20
739,-20
740,0
741,20
742,40
743,-40
744,0
745,-40
746,40
747,20
748,-20
749,-40
750,-40
751,-40
752,-40
753,-20
754,0
755,40
756,-40
757,-20
758,-40
759,0
760,-20
761,40
762,0
763,-20
764,20
765,-40
766,20
767,-60
768,-80
769,0
770,-40
771,-40
772,20
773,40
774,-40
775,-40
776,-60
777,0
778,-20
779,-80
780,-20
781,-60
782,20
783,-20
784,-60
785,-20
786,-20
787,0
788,20
789,-40
790,0
791,0
792,-80
793,-80
794,-20
795,-80
796,-80
797,0
798,-60
799,-80
800,-40
801,20
802,40
803,0
804,40
805,0
806,0
807,-40
808,60
809,-60
810,-40
811,-20
812,-60
813,-20
814,-20
815,-40
816,-20
817,0
818,-40
819,-80
820,-20
821,-20
822,0
823,0
824,0
825,-20
826,-20
827,-40
828,-40
829,0
830,-40
831,-20
832,-40
833,-20
834,-80
835,0
836,-20
837,-60
838,-60
839,-20
840,-60
841,-60
842,0
843,-20
844,-40
845,-20
846,-40
847,-20
848,40
849,-20
850,-100
851,0
852,-80
853,0
854,-40
855,-60
856,-40
857,-40
858,0
859,0
860,-60
861,-60
862,-80
863,20
864,-40
865,20
866,-20
867,20
868,-80
869,-40
870,0
871,60
872,-60
873,0
874,-40
875,0
876,-60
877,-40
878,-20
879,-80
880,-20
881,-40
882,-60
883,0
884,-80
885,-40
886,-40
887,-40
888,-20
889,0
890,-20
891,40
892,-80
893,-20
894,-20
895,-60
896,-40
897,-100
898,0
899,0
900,-60
901,-40
902,-40
903,-40
904,-60
905,20
906,0
907,-20
908,-40
909,0
910,-20
911,-80
912,-20
913,0
914,40
915,-20
916,0
917,-40
918,-60
919,-60
920,20
921,-20
922,60
923,-40
924,-60
925,0
926,0
927,0
928,0
929,0
930,-20
931,-20
932,-20
933,0
934,-40
935,-40
936,0
937,-20
938,-20
939,0
940,-20
941,-40
942,-60
943,60
944,-20
945,-40
946,-40
947,-40
948,0
949,0
950,-60
951,20
952,-20
953,-80
954,40
955,-80
956,40
957,-80
958,-20
959,0
960,-40
961,-80
962,0
963,0
964,0
965,-20
966,-40
967,-20
968,0
969,-40
970,20
971,-40
972,-60
973,-20
974,-20
975,-40
976,-40
977,-100
978,0
979,20
980,0
981,0
982,-60
983,-20
984,-20
985,-40
986,20
987,-20
988,-40
989,-40
990,-20
991,-40
992,0
993,20
994,-60
995,-20
996,0
997,0
998,-60
999,0
