,score
216,-80
217,-120
218,-120
219,-80
220,-120
221,-160
222,-80
223,-120
224,-120
225,-120
226,-160
227,-120
228,-40
229,-160
230,-80
231,-80
232,-80
233,-160
234,-40
235,-160
236,-120
237,-120
238,-160
239,-80
240,-120
241,-200
242,-160
243,-80
244,-80
245,-120
246,-120
247,-160
248,-200
249,-160
250,-40
251,-120
252,-200
253,-80
254,-120
255,-80
256,-120
257,-120
258,-80
259,-160
260,-160
261,-80
262,-160
263,-120
264,-80
265,-160
266,-80
267,-40
268,-120
269,-80
270,-80
271,-40
272,-120
273,-160
274,-120
275,-160
276,-120
277,-160
278,-120
279,-120
280,-120
281,-80
282,-120
283,-120
284,-80
285,-80
286,-40
287,-120
288,-160
289,-40
290,-120
291,-80
292,-80
293,-200
294,-40
295,-80
296,-40
297,-120
298,-160
299,-120
300,-160
301,-80
302,-120
303,-160
304,-40
305,-120
306,-160
307,-160
308,-200
309,-120
310,-160
311,-160
312,-40
313,-40
314,-40
315,-120
316,-80
317,-120
318,-120
319,0
320,-40
321,-80
322,-120
323,-160
324,-120
325,-160
326,-120
327,-80
328,-200
329,-80
330,-200
331,-80
332,-80
333,-160
334,-120
335,-120
336,-40
337,-120
338,-120
339,-80
340,-120
341,-80
342,-200
343,-80
344,-40
345,-160
346,-40
347,-120
348,-40
349,-120
350,-80
351,-120
352,-200
353,-120
354,-160
355,-40
356,-80
357,-120
358,-80
359,-120
360,-80
361,-80
362,-160
363,-160
364,-120
365,-120
366,-80
367,-200
368,-200
369,0
370,-120
371,-120
372,-40
373,-160
374,-80
375,-120
376,-160
377,-160
378,-80
379,-120
380,-200
381,-40
382,-120
383,0
384,-120
385,-120
386,-40
387,-120
388,-120
389,-120
390,-120
391,-120
392,-80
393,-120
394,-160
395,-80
396,-160
397,-80
398,-80
399,-80
400,-80
401,-40
402,-160
403,-80
404,-120
405,-120
406,-80
407,-40
408,-120
409,-160
410,-160
411,-40
412,-80
413,-80
414,-80
415,-80
416,0
417,-80
418,-120
419,-160
420,-160
421,-120
422,-200
423,-80
424,-160
425,-80
426,-80
427,-160
428,-120
429,-160
430,-120
431,-80
432,-40
433,-80
434,-120
435,-80
436,0
437,-80
438,0
439,-80
440,-120
441,-160
442,-200
443,-40
444,-120
445,-80
446,-120
447,0
448,-40
449,-40
450,-160
451,-80
452,-160
453,-80
454,-160
455,-160
456,-120
457,-160
458,-120
459,-120
460,-160
461,-160
462,-120
463,-120
464,-40
465,-80
466,-160
467,-120
468,-120
469,-40
470,-80
471,-80
472,-80
473,-120
474,-120
475,-160
476,-80
477,-120
478,-80
479,-160
480,-200
481,-120
482,-160
483,-120
484,-160
485,-80
486,-120
487,-120
488,-160
489,-80
490,-80
491,-80
492,-40
493,-160
494,-120
495,-40
496,-160
497,-160
498,-160
499,-160
500,-160
501,-120
502,-160
503,-40
504,-120
505,-120
506,-80
507,-200
508,-80
509,-120
510,-160
511,-80
512,-120
513,-80
514,-160
515,-160
516,-40
517,-120
518,-80
519,-80
520,-80
521,-160
522,-40
523,-80
524,-160
525,-200
526,-120
527,-120
528,-120
529,-160
530,-80
531,-40
532,-120
533,-120
534,-160
535,-160
536,-40
537,-160
538,-120
539,-120
540,-160
541,-200
542,-120
543,-120
544,-80
545,-80
546,-120
547,-40
548,-80
549,-80
550,-120
551,-160
552,-160
553,-40
554,-120
555,-40
556,-120
557,-120
558,-40
559,-160
560,-120
561,-120
562,-160
563,-40
564,-120
565,-120
566,-120
567,-40
568,-80
569,-120
570,-80
571,-160
572,-80
573,-200
574,-80
575,-120
576,-200
577,-120
578,-200
579,-120
580,-80
581,-40
582,-120
583,-120
584,-120
585,-40
586,-120
587,-160
588,-120
589,-80
590,-80
591,-160
592,0
593,-80
594,-80
595,-80
596,-80
597,-200
598,-80
599,-120
600,-160
601,-120
602,-80
603,-160
604,-160
605,-120
606,-120
607,-80
608,-200
609,-160
610,-40
611,-120
612,-120
613,-120
614,-80
615,-160
616,-120
617,-120
618,-40
619,-120
620,-80
621,-80
622,-200
623,-80
624,-80
625,-160
626,-120
627,-80
628,-80
629,-120
630,-120
631,-40
632,-40
633,-120
634,0
635,-80
636,-40
637,-80
638,-80
639,-40
640,-120
641,-120
642,-120
643,-120
644,-120
645,-40
646,-160
647,-120
648,-80
649,-80
650,-120
651,-120
652,-80
653,-80
654,-160
655,-80
656,-120
657,-160
658,-120
659,-80
660,-40
661,-80
662,-160
663,-80
664,-80
665,-80
666,-120
667,-120
668,-80
669,-120
670,-120
671,-80
672,-160
673,-120
674,-200
675,-80
676,-80
677,-160
678,-80
679,-120
680,-120
681,-80
682,-160
683,-120
684,-120
685,-40
686,-80
687,-160
688,0
689,-160
690,-160
691,-80
692,0
693,-120
694,-160
695,-160
696,-120
697,-120
698,-160
699,-80
700,-120
701,-80
702,-120
703,-200
704,-120
705,-80
706,-120
707,-120
708,-200
709,-80
710,-80
711,-80
712,-80
713,-120
714,-40
715,-120
716,-160
717,-160
718,-120
719,-120
720,-120
721,-120
722,-200
723,-160
724,-80
725,-40
726,-120
727,-80
728,-160
729,-160
730,-200
731,-200
732,-80
733,-160
734,-80
735,-120
736,-160
737,-40
738,-80
739,-80
740,-120
741,-160
742,-40
743,-40
744,-40
745,-80
746,-80
747,-120
748,-80
749,-200
750,-40
751,-160
752,-120
753,-120
754,-120
755,-120
756,-160
757,-80
758,-80
759,-40
760,-120
761,-160
762,-80
763,-40
764,-120
765,-160
766,-120
767,-160
768,0
769,-120
770,-80
771,-160
772,-160
773,-120
774,-80
775,-80
776,-120
777,-160
778,-120
779,-40
780,80
781,-120
782,-80
783,-120
784,-160
785,-80
786,-120
787,-80
788,-80
789,-80
790,-120
791,-80
792,-80
793,-160
794,-80
795,-160
796,-80
797,-80
798,-40
799,-40
800,-80
801,-160
802,-160
803,0
804,-120
805,-160
806,-120
807,-160
808,-120
809,-40
810,-80
811,-160
812,0
813,-80
814,-160
815,-120
816,-120
817,-200
818,80
819,-120
820,-160
821,-160
822,-120
823,-40
824,-40
825,-120
826,-120
827,-120
828,-80
829,-120
830,-120
831,-120
832,-80
833,-160
834,-120
835,-80
836,-160
837,-120
838,-200
839,-40
840,-120
841,-200
842,-80
843,0
844,-160
845,-80
846,-40
847,-80
848,-40
849,-80
850,-80
851,-80
852,-80
853,-120
854,-120
855,-120
856,-80
857,-80
858,-120
859,-120
860,-120
861,-120
862,-160
863,-80
864,0
865,-80
866,-40
867,-80
868,-160
869,-120
870,-200
871,-160
872,-120
873,-40
874,-200
875,-80
876,-80
877,-40
878,-160
879,-120
880,0
881,-80
882,-80
883,-80
884,-120
885,-160
886,-200
887,-120
888,-80
889,-80
890,-120
891,-40
892,-120
893,-160
894,-120
895,-40
896,-120
897,-80
898,-160
899,-120
900,-120
901,-40
902,-120
903,-120
904,-120
905,-80
906,-120
907,-80
908,-160
909,-120
910,-160
911,-120
912,-120
913,-160
914,-200
915,-160
916,-120
917,-80
918,-160
919,-80
920,-80
921,-200
922,-120
923,-120
924,-120
925,-200
926,-80
927,-40
928,-40
929,-80
930,-160
931,-120
932,-200
933,-80
934,-160
935,-120
936,-120
937,-80
938,-120
939,-40
940,-80
941,-40
942,-120
943,-120
944,-80
945,-80
946,-160
947,-80
948,-120
949,-80
950,-40
951,-120
952,-160
953,-120
954,-120
955,-40
956,-80
957,-40
958,-80
959,-120
960,-120
961,-80
962,-120
963,-120
964,-40
965,-80
966,-160
967,-80
968,-80
969,-40
970,-200
971,-160
972,-40
973,-80
974,-80
975,-120
976,0
977,-80
978,-120
979,-80
980,-160
981,-160
982,-120
983,-80
984,0
985,-160
986,-80
987,-80
988,-160
989,-160
990,-80
991,-80
992,0
993,-120
994,-120
995,-80
996,-120
997,-160
998,-200
999,-80
