,score
0,-120
1,-80
2,0
3,-80
4,-160
5,-80
6,-160
7,-80
8,-40
9,-40
10,0
11,-120
12,-160
13,-160
14,-80
15,-80
16,-80
17,-120
18,-120
19,-120
20,-160
21,-120
22,-80
23,-120
24,-80
25,-160
26,-80
27,-120
28,-120
29,-40
30,-120
31,-120
32,-120
33,-120
34,-120
35,-120
36,0
37,-120
38,-120
39,-40
40,-200
41,-160
42,-40
43,-160
44,-160
45,-200
46,-80
47,-120
48,-80
49,-80
50,-160
51,-160
52,-80
53,-120
54,-120
55,-160
56,-160
57,-80
58,-160
59,-160
60,-80
61,-200
62,-120
63,-40
64,-40
65,-160
66,-80
67,-160
68,-160
69,-120
70,-120
71,-80
72,-160
73,-200
74,-80
75,-80
76,-160
77,-160
78,-120
79,-80
80,-120
81,0
82,-80
83,-120
84,-40
85,-120
86,-80
87,0
88,-80
89,-80
90,-80
91,-160
92,0
93,-80
94,-80
95,-200
96,-120
97,-80
98,-40
99,-200
100,-160
101,-80
102,-80
103,-160
104,-160
105,-120
106,-120
107,-120
108,-120
109,-120
110,-40
111,-80
112,-80
113,-120
114,-200
115,-160
116,-200
117,-80
118,-160
119,-120
120,-80
121,-120
122,-160
123,-80
124,-40
125,-160
126,-120
127,-160
128,-160
129,-160
130,-160
131,-80
132,-40
133,-120
134,-40
135,-120
136,-120
137,-80
138,-120
139,-120
140,-120
141,-40
142,-120
143,-120
144,-120
145,-160
146,-120
147,-160
148,-120
149,-160
150,-120
151,-80
152,-160
153,-200
154,-160
155,-160
156,-40
157,-80
158,-80
159,-160
160,-120
161,-120
162,-120
163,-160
164,-160
165,-160
166,-120
167,-40
168,-200
169,-160
170,-160
171,-80
172,-120
173,-40
174,-80
175,-120
176,-80
177,-120
178,-120
179,-40
180,-80
181,-160
182,-160
183,-120
184,-200
185,-160
186,-120
187,-80
188,-160
189,-160
190,-120
191,-40
192,-40
193,-80
194,-40
195,-40
196,-80
197,-160
198,-80
199,-80
200,-80
201,-120
202,-80
203,-120
204,-80
205,-160
206,-160
207,-80
208,-120
209,-80
210,-160
211,-120
212,-40
213,-160
214,-120
215,-80
