,score
0,-40
1,-40
2,-40
3,-40
4,-80
5,0
6,-40
7,-20
8,0
9,-20
10,-20
11,-40
12,-40
13,-40
14,0
15,0
16,-40
17,-20
18,-40
19,-40
20,-80
21,-60
22,-20
23,0
24,-60
25,-80
26,-80
27,-20
28,-40
29,0
30,-40
31,-60
32,-60
33,-20
34,-60
35,-40
36,20
37,-20
38,-40
39,-40
40,20
41,-40
42,-20
43,-20
44,-40
45,-40
46,-60
47,-60
48,-20
49,-40
50,-80
51,0
52,20
53,-20
54,-60
55,-40
56,-40
57,-20
58,-40
59,-40
60,-60
61,-20
62,-40
63,-20
64,-60
65,-20
66,-20
67,-40
68,-80
69,-20
70,-80
71,-20
72,0
73,-60
74,-40
75,20
76,-60
77,-60
78,0
79,-20
80,-40
81,-20
82,-80
83,-20
84,-60
85,-60
86,-40
87,-20
88,-40
89,-60
90,-20
91,-60
92,40
93,-20
94,-40
95,-20
96,-40
97,-60
98,-60
99,-40
100,-20
101,-40
102,-20
103,-60
104,-60
105,-20
106,-100
107,0
108,20
109,-40
110,20
111,-60
112,-60
113,0
114,-80
115,-20
116,-40
117,-20
118,40
119,0
120,-80
121,-60
122,0
123,0
124,-20
125,-20
126,-80
127,-40
128,-40
129,-60
130,0
131,0
132,-100
133,-20
134,-20
135,-40
136,-40
137,0
138,-20
139,-40
140,-40
141,-20
142,-60
143,-80
144,-40
145,-40
146,-40
147,-20
148,0
149,-80
150,-40
151,-20
152,-40
153,-60
154,-20
155,0
156,-20
157,-60
158,-60
159,-60
160,-20
161,-40
162,-20
163,-20
164,-80
165,-20
166,-40
167,-60
168,-60
169,0
170,0
171,-20
172,-20
173,76
174,-100
175,-60
176,-60
177,-40
178,-40
179,-20
180,0
181,-40
182,-80
183,-60
184,-20
185,-60
186,-40
187,40
188,-20
189,-40
190,0
191,-20
192,-40
193,-20
194,-20
195,-20
196,-40
197,0
198,-20
199,0
200,-20
201,-80
202,-80
203,-40
204,0
205,-60
206,-20
207,-40
208,-60
209,-40
210,0
211,-40
212,-40
213,-60
214,-60
215,0
216,-60
217,0
218,40
219,0
220,-60
221,-60
222,0
223,0
224,-40
225,-40
226,-40
227,-40
228,-60
229,-20
230,-20
231,0
232,-20
