,score
233,-80
234,0
235,0
236,20
237,-80
238,-40
239,20
240,-60
241,-60
242,0
243,-40
244,-60
245,0
246,-20
247,-60
248,0
249,-20
250,-40
251,-20
252,-20
253,20
254,-20
255,-40
256,-40
257,0
258,-60
259,-60
260,-40
261,-40
262,-60
263,-60
264,-60
265,-40
266,20
267,-40
268,-20
269,0
270,-20
271,-80
272,0
273,-40
274,-60
275,-40
276,-80
277,-40
278,-80
279,-60
280,-20
281,0
282,-60
283,-40
284,-80
285,-40
286,-60
287,20
288,-20
289,0
290,-20
291,0
292,0
293,-20
294,-40
295,-20
296,-20
297,-40
298,-20
299,-20
300,-40
301,-20
302,-40
303,-40
304,0
305,-20
306,-60
307,-40
308,-40
309,-60
310,-60
311,-40
312,-20
313,0
314,40
315,20
316,-60
317,-20
318,20
319,-40
320,0
321,-40
322,-60
323,-40
324,-20
325,-40
326,0
327,-40
328,0
329,0
330,20
331,-60
332,-40
333,0
334,-40
335,-60
336,20
337,-60
338,-40
339,-20
340,-40
341,-20
342,-60
343,-60
344,-60
345,-20
346,-60
347,-60
348,-20
349,0
350,-20
351,-40
352,-20
353,-40
354,-80
355,-80
356,-60
357,-40
358,-40
359,-60
360,-20
361,-60
362,-60
363,-60
364,-20
365,-20
366,-20
367,-80
368,0
369,-20
370,-20
371,0
372,-60
373,-40
374,-40
375,-40
376,-60
377,-60
378,-60
379,-60
380,-60
381,-20
382,-80
383,-20
384,-60
385,-60
386,-80
387,-60
388,-60
389,-60
390,-60
391,-20
392,-20
393,0
394,-20
395,-80
396,20
397,-20
398,-60
399,20
400,-40
401,-20
402,-40
403,-80
404,-60
405,-20
406,-20
407,-40
408,-40
409,-40
410,-40
411,-60
412,-20
413,20
414,0
415,-20
416,-20
417,-60
418,-60
419,-60
420,-40
421,20
422,20
423,0
424,-20
425,0
426,40
427,-60
428,-40
429,-40
430,0
431,-20
432,-40
433,40
434,-20
435,0
436,20
437,0
438,-60
439,-40
440,-20
441,-60
442,-40
443,-40
444,-60
445,-40
446,0
447,-40
448,-20
449,-40
450,-20
451,-80
452,20
453,-60
454,20
455,0
456,-40
457,-40
458,-20
459,-60
460,0
461,-20
462,-20
463,-60
464,-40
465,-20
466,-40
467,-40
468,0
469,0
470,0
471,-20
472,-20
473,0
474,-40
475,-60
476,-40
477,0
478,-60
479,-60
480,-20
481,-80
482,-40
483,-60
484,40
485,20
486,0
487,40
488,-80
489,-20
490,40
491,-40
492,-60
493,-40
494,-40
495,-20
496,-20
497,0
498,0
499,-20
500,-60
501,-20
502,0
503,-20
504,-60
505,20
506,20
507,-40
508,-60
509,40
510,0
511,-40
512,-60
513,-20
514,0
515,-60
516,20
517,-40
518,-60
519,-20
520,-40
521,-60
522,0
523,-60
524,-20
525,0
526,-20
527,-40
528,20
529,-40
530,20
531,-20
532,-40
533,0
534,0
535,-60
536,-20
537,0
538,-40
539,-40
540,0
541,-60
542,-20
543,0
544,-80
545,-80
546,20
547,-20
548,-20
549,-40
550,-20
551,-80
552,-60
553,20
554,-40
555,-40
556,-20
557,-60
558,-20
559,0
560,-20
561,-20
562,0
563,0
564,-20
565,-60
566,-40
567,-40
568,-80
569,-20
570,-60
571,-40
572,-40
573,-40
574,-60
575,-40
576,-20
577,0
578,0
579,-60
580,20
581,-20
582,-60
583,-40
584,-20
585,-20
586,0
587,-80
588,-20
589,-80
590,0
591,-20
592,-40
593,-40
594,-20
595,0
596,-20
597,-60
598,20
599,0
600,-40
601,20
602,-40
603,20
604,-80
605,-20
606,-60
607,20
608,-40
609,-20
610,20
611,-60
612,-40
613,40
614,20
615,-20
616,0
617,-20
618,-40
619,-20
620,-60
621,-40
622,-20
623,-20
624,20
625,20
626,-60
627,-40
628,-60
629,-100
630,-40
631,0
632,-40
633,-20
634,-20
635,-40
636,-40
637,0
638,20
639,-40
640,20
641,-20
642,20
643,-40
644,-60
645,-20
646,-40
647,0
648,-40
649,-20
650,0
651,0
652,-20
653,0
654,0
655,-80
656,-20
657,-40
658,-40
659,-20
660,20
661,-20
662,0
663,-20
664,-80
665,-20
666,-40
667,0
668,0
669,0
670,20
671,-40
672,-40
673,-40
674,-100
675,-80
676,-20
677,-60
678,-20
679,-20
680,0
681,-40
682,-20
683,-40
684,-100
685,0
686,-60
687,-60
688,-40
689,0
690,-40
691,-40
692,-40
693,-40
694,-60
695,0
696,-20
697,-40
698,-80
699,-40
700,20
701,-20
702,-60
703,-80
704,-60
705,-40
706,-20
707,-20
708,-60
709,-40
710,-40
711,-40
712,-60
713,0
714,-60
715,-20
716,-40
717,20
718,-20
719,-60
720,-20
721,74
722,-40
723,0
724,-20
725,-60
726,-20
727,-60
728,-40
729,-20
730,-60
731,-20
732,-60
733,0
734,-40
735,-60
736,0
737,-60
738,-40
739,40
740,-40
741,0
742,-20
743,-60
744,-20
745,-20
746,0
747,-40
748,-40
749,-20
750,-60
751,0
752,-40
753,-40
754,0
755,20
756,0
757,0
758,-60
759,-20
760,20
761,-60
762,0
763,-20
764,-60
765,-40
766,-40
767,-60
768,-40
769,-20
770,20
771,-80
772,-60
773,-20
774,-40
775,20
776,-20
777,-80
778,-80
779,-40
780,20
781,-20
782,-20
783,-40
784,-20
785,-40
786,-60
787,-40
788,-40
789,20
790,0
791,-40
792,-100
793,-40
794,-60
795,-20
796,-40
797,0
798,-40
799,-40
800,-40
801,-40
802,0
803,-60
804,20
805,-40
806,-20
807,20
808,-40
809,-40
810,0
811,40
812,-60
813,0
814,0
815,40
816,-40
817,20
818,-20
819,-20
820,0
821,-80
822,0
823,-80
824,-40
825,20
826,-40
827,-60
828,-40
829,-60
830,0
831,-40
832,-20
833,-60
834,0
835,0
836,-60
837,-60
838,-40
839,-40
840,-20
841,-60
842,-40
843,-40
844,-80
845,0
846,20
847,0
848,-40
849,-40
850,20
851,-20
852,-20
853,-40
854,0
855,-40
856,-20
857,20
858,-60
859,-20
860,20
861,-40
862,-20
863,-60
864,20
865,0
866,-20
867,-40
868,-20
869,-80
870,0
871,20
872,-40
873,-20
874,-40
875,-20
876,40
877,-80
878,-40
879,-60
880,0
881,-60
882,-80
883,-60
884,-40
885,-40
886,-40
887,-40
888,20
889,0
890,-40
891,-40
892,-20
893,-20
894,-80
895,-60
896,-20
897,-20
898,-20
899,-40
900,-40
901,0
902,-40
903,-60
904,-20
905,40
906,0
907,-20
908,-20
909,20
910,20
911,0
912,-20
913,-60
914,-20
915,-80
916,-40
917,-60
918,0
919,0
920,-60
921,-20
922,0
923,0
924,-60
925,-60
926,-20
927,-40
928,-60
929,-20
930,-40
931,0
932,0
933,0
934,-60
935,20
936,40
937,20
938,0
939,20
940,20
941,-60
942,-20
943,0
944,-80
945,-40
946,20
947,-60
948,0
949,-20
950,-40
951,-40
952,-40
953,0
954,-60
955,-20
956,20
957,-40
958,40
959,-20
960,40
961,0
962,-20
963,-20
964,-40
965,-40
966,-60
967,-60
968,0
969,0
970,20
971,-40
972,-40
973,20
974,-40
975,40
976,-20
977,-40
978,0
979,-40
980,-40
981,-20
982,-60
983,-40
984,-60
985,-20
986,-20
987,-20
988,-40
989,-60
990,-40
991,-40
992,-40
993,0
994,-40
995,-40
996,-40
997,-20
998,0
999,-60
