,score
0,-90
1,-60
2,-60
3,0
4,0
5,-30
6,-90
7,-60
8,-60
9,-90
10,-90
11,-90
12,-90
13,-120
14,-30
15,-120
16,-60
17,-30
18,-90
19,-60
20,-60
21,-120
22,-120
23,-60
24,-30
25,-30
26,-120
27,-150
28,-90
29,-60
30,-60
31,-90
32,-30
33,-90
34,-60
35,-60
36,-120
37,-90
38,-120
39,-90
40,-60
41,-60
42,0
43,-90
44,-60
45,-60
46,-90
47,-60
48,-90
49,0
50,-90
51,-60
52,-90
53,-90
54,-90
55,-120
56,-90
57,-90
58,-60
59,0
60,-30
61,-30
62,-60
63,-60
64,-90
65,-150
66,-60
67,144
68,-60
69,-60
70,-120
71,-90
72,-150
73,-90
74,-30
75,-60
76,-60
77,-120
78,-60
79,0
80,-90
81,-120
82,-120
83,-90
84,-60
85,-60
86,-60
87,-90
88,-60
89,-60
90,-90
91,-150
92,-90
93,-60
94,-60
95,-60
96,-120
97,-60
98,-90
99,-120
100,-120
101,-30
102,-30
103,-60
104,-90
105,-90
106,-120
107,-60
108,-120
109,-60
110,0
111,0
112,-60
113,-90
114,-60
115,-150
116,-120
117,-60
118,-60
119,-60
120,-90
121,-60
122,-120
123,-90
124,-120
125,-30
126,-120
127,-90
128,-120
129,-30
130,-60
131,-90
132,-30
133,-60
134,-90
135,-120
136,-60
137,-120
138,48
139,-60
140,-60
141,-90
142,-60
143,-90
144,-90
145,-90
146,-60
147,-120
148,-90
149,-90
150,-60
151,117
152,-60
153,-90
154,-60
155,-90
156,-90
157,-120
158,-90
159,0
160,0
161,-90
162,-30
163,-60
164,-90
165,-90
166,-90
167,-30
168,-60
169,-120
170,-90
171,-90
172,-120
173,-90
174,-90
175,-120
176,-90
177,-90
178,-90
179,-120
180,-60
181,-60
182,-30
183,-60
184,-90
185,-30
186,-60
187,-90
188,-60
189,-60
190,-30
191,-90
192,-30
193,-60
194,-90
195,-60
196,-90
197,-60
198,-30
199,-90
200,-60
201,-60
202,-90
203,-60
204,-90
205,-90
206,-30
207,-90
208,-150
209,-120
210,-60
211,-60
212,-90
213,0
214,-30
215,-90
216,0
217,-90
218,-120
219,-60
220,-90
221,-90
222,-120
223,-120
224,-120
225,-30
226,-120
227,-90
228,-150
229,-60
230,-60
231,-90
232,-60
233,-150
234,-120
235,-90
236,-150
237,0
238,-90
239,-60
240,0
241,-30
242,-90
243,-60
244,-60
245,-60
246,-60
247,-60
248,-60
249,-30
250,-90
251,-60
252,-30
253,-30
254,-60
255,-60
256,-30
257,-60
258,-30
259,-60
260,-90
261,-90
262,-90
263,-120
264,-30
265,-90
266,-120
267,-120
268,-90
269,-90
270,-120
271,-60
272,-60
273,-60
274,-90
275,-30
276,-90
277,-60
278,-150
279,-90
280,-90
281,-90
282,-90
283,-30
284,-90
285,-90
286,-120
287,-90
288,-60
289,-90
290,0
291,0
292,-90
293,-90
294,-60
295,-150
296,-60
297,-90
298,-60
299,-120
300,-60
301,-30
302,-120
303,-90
304,0
305,-30
306,-90
307,-90
308,-30
309,-30
310,-120
311,-120
312,-30
313,-120
314,-90
315,-60
316,-60
317,-90
318,-60
319,-60
320,-60
321,-60
322,-30
323,-90
324,-90
325,-90
326,-30
327,-30
328,-90
329,-90
330,-150
331,-90
332,-90
333,-120
334,0
335,-60
336,0
337,-60
338,-90
339,-60
340,-120
341,-120
342,0
343,-90
344,-90
345,-90
346,-60
347,-30
348,-60
349,-60
350,-60
351,-60
352,-60
353,-30
354,-90
355,-60
356,-60
357,-90
358,-120
359,-60
360,-60
361,-120
362,108
363,-60
364,-60
365,-60
366,-120
367,-60
368,-90
369,-30
370,-30
371,-60
372,-30
373,0
374,-30
375,-60
376,-30
377,-120
378,-150
379,-120
380,-90
381,-90
382,0
383,-60
384,-30
385,-60
386,-60
387,-120
388,-30
389,-90
390,-60
391,-60
392,-60
393,-90
394,-120
395,-120
396,-90
397,-90
398,-60
399,-90
400,-30
401,-120
402,-60
403,-30
404,-60
405,-90
406,-90
407,-60
408,-30
409,-60
410,-120
411,-60
412,-90
413,-60
414,-90
415,-60
416,-30
417,-90
418,-90
419,-150
420,-90
421,-150
422,-60
423,-60
424,-150
425,-60
426,-60
427,-90
428,-90
429,-60
430,0
431,-30
432,-60
433,0
434,-60
435,-90
436,-90
437,-60
438,-120
439,-60
440,-30
441,-30
442,-60
443,-90
444,-90
445,-90
446,-90
447,0
448,-90
449,-60
450,-60
451,-90
452,-60
453,-90
454,-120
455,-120
456,-30
457,-90
458,-30
459,-60
460,-120
461,-150
462,-60
463,-30
464,-60
465,-60
466,-30
467,-90
468,-90
469,-120
470,-120
471,33
472,-120
473,-90
474,-90
475,-90
476,-120
477,-60
478,-90
479,-90
480,-30
481,-90
482,-60
483,-60
484,-60
485,-60
486,-90
487,-60
488,-90
489,-60
490,0
491,-30
492,-60
493,-60
494,-30
495,-60
496,0
497,-60
498,-30
499,-60
500,-90
501,-30
502,-90
503,-120
504,-120
505,-30
506,0
507,-90
508,-90
509,-60
510,-60
511,-30
512,-30
513,-120
514,-120
515,-60
516,-90
517,-120
518,-30
