,score
519,-90
520,-30
521,-30
522,0
523,-120
524,-30
525,0
526,-60
527,-90
528,-30
529,-90
530,-30
531,0
532,-30
533,-60
534,-60
535,-90
536,-60
537,-60
538,-90
539,-30
540,-120
541,-60
542,-60
543,-30
544,-90
545,-90
546,-60
547,-90
548,-90
549,-60
550,-60
551,-120
552,-120
553,0
554,-60
555,-60
556,-60
557,-60
558,-30
559,117
560,-60
561,-90
562,-60
563,-60
564,-60
565,-60
566,-30
567,-30
568,-90
569,-60
570,-90
571,-90
572,-60
573,-30
574,-90
575,-60
576,-90
577,-120
578,-60
579,-30
580,-90
581,-90
582,-30
583,-90
584,-120
585,-120
586,-90
587,-120
588,-30
589,-150
590,-90
591,-90
592,-60
593,-30
594,0
595,-90
596,-90
597,-60
598,-30
599,-90
600,-60
601,-90
602,-60
603,-60
604,-90
605,-90
606,-30
607,-90
608,-90
609,-60
610,-90
611,-90
612,-60
613,-60
614,-120
615,-150
616,-60
617,-90
618,-120
619,-60
620,-120
621,-90
622,-90
623,-150
624,-60
625,-60
626,0
627,-30
628,-60
629,0
630,-30
631,-30
632,-60
633,-30
634,-150
635,-30
636,-90
637,-150
638,0
639,-60
640,-30
641,-30
642,-60
643,-90
644,-60
645,-90
646,-90
647,-90
648,-60
649,-60
650,-90
651,-120
652,0
653,-90
654,-30
655,-60
656,-60
657,0
658,-30
659,-60
660,-30
661,-90
662,-30
663,-90
664,-60
665,-120
666,-90
667,-60
668,-60
669,-60
670,-90
671,-60
672,-60
673,-120
674,-30
675,0
676,-90
677,-90
678,-90
679,-90
680,-30
681,-90
682,-60
683,-60
684,-60
685,-30
686,-90
687,-60
688,-120
689,-90
690,-60
691,-60
692,-90
693,0
694,-30
695,-30
696,-150
697,-90
698,-120
699,-30
700,-90
701,0
702,-120
703,-30
704,-60
705,-90
706,-60
707,-60
708,-60
709,-30
710,-90
711,-120
712,-60
713,-60
714,-150
715,-120
716,0
717,-60
718,-30
719,-30
720,-90
721,-60
722,0
723,-150
724,-60
725,-90
726,-60
727,-60
728,-60
729,-90
730,-120
731,-90
732,-90
733,-90
734,-60
735,-120
736,-120
737,-60
738,-60
739,-90
740,-60
741,-90
742,0
743,-60
744,-60
745,0
746,-60
747,-90
748,-60
749,-60
750,-60
751,-60
752,-120
753,-90
754,-90
755,-60
756,-60
757,0
758,-90
759,-90
760,-60
761,-60
762,-90
763,-90
764,-90
765,-120
766,-90
767,0
768,-90
769,-60
770,-60
771,-90
772,-60
773,-120
774,111
775,0
776,-60
777,-60
778,-60
779,-150
780,-120
781,-30
782,-30
783,-60
784,-30
785,-90
786,-90
787,-90
788,-90
789,-120
790,-30
791,-60
792,-60
793,-90
794,-90
795,-30
796,-120
797,-30
798,-60
799,-90
800,-60
801,-60
802,-90
803,-90
804,-120
805,-60
806,-60
807,-90
808,-120
809,-90
810,-60
811,-30
812,-120
813,-90
814,-60
815,-90
816,-60
817,-120
818,-120
819,-60
820,-150
821,-90
822,-30
823,-60
824,-90
825,-60
826,-60
827,-60
828,-150
829,-60
830,0
831,-90
832,-90
833,-120
834,-30
835,-60
836,-30
837,-60
838,-60
839,-30
840,-30
841,-90
842,-30
843,-90
844,-90
845,-60
846,-60
847,-150
848,-90
849,-60
850,-60
851,-90
852,-120
853,-120
854,-30
855,-60
856,-60
857,-120
858,-60
859,0
860,-60
861,0
862,-120
863,-30
864,0
865,0
866,-60
867,-90
868,-60
869,-90
870,-90
871,-90
872,-60
873,-150
874,-90
875,-60
876,-90
877,-120
878,-60
879,-30
880,-90
881,-90
882,-30
883,0
884,-60
885,-60
886,-30
887,-30
888,-150
889,-60
890,-30
891,-60
892,0
893,-60
894,0
895,-30
896,-150
897,-30
898,-90
899,-30
900,-60
901,-120
902,-120
903,0
904,-90
905,-90
906,-120
907,-60
908,-120
909,-30
910,-60
911,-60
912,-60
913,-30
914,-150
915,-30
916,-90
917,-90
918,-60
919,-60
920,-90
921,0
922,-120
923,-60
924,-30
925,-120
926,-60
927,-30
928,-90
929,-90
930,-120
931,-90
932,-60
933,-60
934,-90
935,-90
936,0
937,-30
938,-120
939,-90
940,-30
941,-30
942,0
943,-90
944,-60
945,-60
946,-30
947,-120
948,-90
949,-90
950,-60
951,-60
952,0
953,-60
954,0
955,-30
956,-60
957,-30
958,-60
959,-30
960,-90
961,-90
962,-90
963,-30
964,-30
965,-90
966,-30
967,-120
968,-90
969,-60
970,-90
971,0
972,-60
973,-90
974,0
975,-90
976,-90
977,-90
978,-30
979,-60
980,-30
981,-120
982,-90
983,-30
984,-90
985,-60
986,-60
987,-30
988,-30
989,-90
990,-120
991,-120
992,-90
993,0
994,-30
995,-60
996,-120
997,-90
998,-120
999,-30
