,score
0,-200
1,-160
2,-120
3,-80
4,0
5,0
6,0
7,-160
8,-200
9,-120
10,-120
11,-80
12,-200
13,-80
14,-40
15,-80
16,-120
17,-160
18,-120
19,-80
20,-160
21,-200
22,-80
23,-40
24,-40
25,-120
26,-160
27,-160
28,-40
29,-80
30,-160
31,-160
32,-120
33,-120
34,-160
35,-40
36,-80
37,-40
38,-120
39,0
40,-120
41,-80
42,-40
43,0
44,-120
45,-120
46,-40
47,-200
48,-160
49,-120
50,-120
51,-80
52,-120
53,-120
54,-40
55,-200
56,-120
57,-120
58,-160
59,-80
60,-160
61,-160
62,-120
63,-40
64,-160
65,-160
66,-160
67,-160
68,-120
69,-80
70,-80
71,-200
72,-120
73,-160
74,-80
75,-200
76,-160
77,-120
78,-80
79,-40
80,-160
81,0
82,-120
83,-80
84,-80
85,-120
86,-80
87,-160
88,-80
89,-120
90,-80
91,-160
92,-80
93,-80
94,-160
95,-120
96,-120
97,-80
98,-200
99,-120
100,-120
101,-120
102,-80
103,-120
104,-80
105,-80
106,-80
107,0
108,-160
109,-200
110,-160
111,-80
112,-40
113,-40
114,-40
115,-120
116,-120
117,-80
118,-80
119,-120
120,-80
121,-160
122,-80
123,-120
124,-160
125,-80
126,-120
127,-80
128,-40
129,-80
130,-160
131,-160
132,-120
133,-120
134,-120
135,-120
136,-120
137,-80
138,-40
139,-160
140,-160
141,-80
142,-120
143,-40
144,-120
145,-120
146,-160
147,-120
148,-120
149,-120
150,-160
151,-120
152,-120
153,-80
154,-120
155,-40
156,-80
157,-120
158,-120
159,-200
160,-160
161,-80
162,-120
163,-160
164,-200
165,-120
166,-160
167,-160
168,-80
169,-80
170,-160
171,-40
172,-160
173,-80
174,-80
175,-120
176,-80
177,-120
178,-80
179,-120
180,-200
181,-80
182,-80
183,-160
184,-200
185,-80
186,-160
187,-120
188,-40
189,-200
190,-120
191,-80
192,-120
193,-120
194,-80
195,-120
196,-160
197,-160
198,-120
199,-80
200,-80
201,-120
202,-120
203,-40
204,-120
205,-120
206,-80
207,-80
208,-160
209,-120
210,-200
211,-120
212,-120
213,-40
214,-80
215,-120
