,score
216,-80
217,-200
218,-160
219,-120
220,-80
221,-80
222,-40
223,-40
224,-160
225,-120
226,-160
227,-80
228,-80
229,-80
230,-120
231,-120
232,-200
233,-160
234,-160
235,-80
236,-120
237,-160
238,-160
239,-120
240,-80
241,-120
242,-80
243,-80
244,-120
245,-80
246,-80
247,-160
248,-120
249,-40
250,-160
251,-160
252,-160
253,-120
254,-120
255,-160
256,-120
257,-160
258,-80
259,-120
260,-120
261,-160
262,-120
263,-80
264,-80
265,-80
266,-160
267,-120
268,-160
269,-160
270,0
271,-160
272,-120
273,-80
274,-40
275,-200
276,-160
277,-40
278,-80
279,-120
280,-80
281,-120
282,-80
283,-80
284,-120
285,-120
286,-160
287,-160
288,-120
289,-120
290,-120
291,-160
292,-120
293,-120
294,-120
295,-80
296,-160
297,-120
298,-120
299,-80
300,-200
301,-80
302,-160
303,-120
304,-120
305,-160
306,-80
307,-120
308,-80
309,0
310,-160
311,-160
312,-80
313,-40
314,-160
315,-120
316,-80
317,-120
318,-160
319,-120
320,-120
321,-80
322,-40
323,-160
324,-80
325,-120
326,-120
327,-80
328,-120
329,-120
330,-120
331,-200
332,-80
333,-80
334,-160
335,-200
336,-160
337,-200
338,-80
339,-80
340,-120
341,-80
342,-120
343,-40
344,-200
345,-160
346,-120
347,-80
348,-80
349,-120
350,-120
351,-200
352,-80
353,-160
354,-120
355,-40
356,-160
357,-120
358,-80
359,0
360,-160
361,-120
362,-80
363,-160
364,-40
365,-120
366,-120
367,-40
368,-160
369,0
370,-160
371,-120
372,-40
373,-120
374,-40
375,-120
376,-120
377,-200
378,-120
379,-200
380,-40
381,-40
382,-120
383,-80
384,-120
385,-160
386,-120
387,-120
388,-120
389,-120
390,-160
391,-120
392,-120
393,-120
394,-40
395,-120
396,-160
397,-120
398,-80
399,-160
400,-120
401,-40
402,-160
403,-120
404,-80
405,-120
406,-120
407,-120
408,-80
409,-120
410,-40
411,-80
412,-80
413,-160
414,-80
415,-120
416,-120
417,-80
418,-160
419,-120
420,-120
421,-120
422,-80
423,-120
424,-160
425,-80
426,-120
427,-160
428,-160
429,-80
430,-160
431,-80
432,-160
433,-160
434,-160
435,-120
436,-200
437,-160
438,-200
439,-120
440,-120
441,-120
442,-200
443,-120
444,-120
445,-80
446,-120
447,-120
448,-160
449,-160
450,-160
451,-160
452,-80
453,-80
454,-120
455,-40
456,-80
457,-80
458,-120
459,-120
460,-120
461,-160
462,-80
463,-160
464,-80
465,-80
466,-160
467,-120
468,-200
469,-160
470,-120
471,-160
472,-80
473,-120
474,-120
475,-80
476,-120
477,-160
478,-40
479,-120
480,-120
481,-80
482,-80
483,-120
484,-160
485,-120
486,-160
487,-120
488,-200
489,-80
490,-200
491,-160
492,-120
493,-120
494,-120
495,-80
496,-120
497,-80
498,-200
499,-200
500,-160
501,-120
502,-120
503,-40
504,-160
505,-160
506,-80
507,-120
508,-120
509,-160
510,-120
511,-40
512,-200
513,-40
514,-160
515,-80
516,-160
517,-120
518,0
519,-160
520,-120
521,-160
522,-120
523,-120
524,-160
525,-80
526,-120
527,-120
528,-120
529,-80
530,-120
531,-160
532,-80
533,-160
534,-40
535,-160
536,-160
537,-120
538,-120
539,-120
540,-120
541,-120
542,-40
543,-80
544,-120
545,-120
546,-40
547,-40
548,-120
549,-80
550,-80
551,-160
552,-120
553,-120
554,-160
555,-80
556,-120
557,-120
558,-120
559,-80
560,-40
561,-120
562,-120
563,-120
564,-160
565,-160
566,-40
567,-120
568,-80
569,-120
570,-120
571,-160
572,-200
573,-80
574,-40
575,-80
576,-160
577,-120
578,-80
579,-160
580,-160
581,-40
582,-120
583,-160
584,-80
585,-80
586,-80
587,-120
588,-120
589,-120
590,-40
591,-80
592,-120
593,-40
594,-80
595,-80
596,-40
597,-80
598,-80
599,0
600,-120
601,-80
602,-80
603,-120
604,-80
605,-40
606,-120
607,-120
608,-40
609,-40
610,-40
611,-160
612,-40
613,-40
614,-120
615,-160
616,-80
617,-80
618,-40
619,-40
620,-120
621,-80
622,-40
623,-120
624,-80
625,-80
626,-40
627,-160
628,-200
629,-120
630,-120
631,-80
632,-80
633,-120
634,-120
635,-200
636,-120
637,-160
638,-120
639,0
640,-40
641,-160
642,68
643,-160
644,-120
645,-40
646,-40
647,-120
648,-120
649,-160
650,-120
651,-120
652,-80
653,-120
654,-40
655,-80
656,-160
657,-120
658,-120
659,-120
660,-160
661,-160
662,-120
663,-200
664,-80
665,-40
666,-160
667,-160
668,-80
669,0
670,-120
671,-160
672,-160
673,-160
674,-160
675,-120
676,-200
677,-120
678,-120
679,-120
680,-80
681,-120
682,-80
683,-40
684,-80
685,-200
686,-120
687,-120
688,-160
689,-160
690,-40
691,-120
692,-40
693,-120
694,-80
695,-120
696,-160
697,-120
698,-200
699,-40
700,-120
701,-200
702,-120
703,-120
704,-80
705,-40
706,-40
707,-80
708,-40
709,-160
710,-120
711,-160
712,-80
713,-80
714,-80
715,-40
716,-120
717,-200
718,-40
719,-120
720,-80
721,-200
722,-120
723,-160
724,-120
725,-40
726,-120
727,-160
728,-80
729,-160
730,-160
731,-120
732,-120
733,-80
734,-160
735,-160
736,-120
737,-120
738,-160
739,-80
740,-120
741,-120
742,-120
743,-160
744,-80
745,-80
746,-120
747,-40
748,-120
749,-120
750,-120
751,-200
752,-120
753,-120
754,-80
755,-120
756,-80
757,-120
758,-160
759,-160
760,-160
761,-160
762,-40
763,-200
764,-120
765,-200
766,-120
767,-120
768,-120
769,-160
770,-80
771,-120
772,-160
773,-40
774,-80
775,-160
776,-40
777,-120
778,-160
779,-200
780,-80
781,-160
782,-120
783,-80
784,-40
785,-160
786,-160
787,-160
788,-160
789,-120
790,-160
791,-80
792,-120
793,-120
794,-160
795,-160
796,-40
797,-40
798,-120
799,-80
800,-160
801,-200
802,-160
803,-120
804,-80
805,-120
806,-120
807,-120
808,-120
809,-120
810,-200
811,-80
812,-80
813,-160
814,-80
815,0
816,-80
817,0
818,-120
819,-160
820,-120
821,-120
822,-40
823,-120
824,-120
825,-160
826,-160
827,0
828,-160
829,-120
830,-40
831,-80
832,-80
833,-80
834,-120
835,-120
836,-80
837,-120
838,-80
839,-80
840,-160
841,-40
842,-80
843,-80
844,-80
845,-120
846,-160
847,-120
848,-160
849,-80
850,-160
851,-40
852,48
853,-40
854,-80
855,-80
856,112
857,-120
858,-80
859,-160
860,-120
861,-120
862,-160
863,-120
864,-80
865,-160
866,-120
867,-120
868,-120
869,-120
870,-40
871,-80
872,-120
873,-120
874,-80
875,-40
876,-160
877,-120
878,-120
879,-40
880,-120
881,-120
882,-40
883,-120
884,-120
885,-160
886,-80
887,-80
888,-160
889,-80
890,-120
891,-120
892,-160
893,-160
894,-160
895,-120
896,-120
897,-120
898,-160
899,-120
900,-160
901,-120
902,-80
903,-80
904,-200
905,-160
906,-40
907,-80
908,-40
909,-120
910,-80
911,-80
912,-160
913,-120
914,-80
915,-120
916,-80
917,-160
918,-160
919,-40
920,-160
921,-120
922,-200
923,-120
924,-80
925,-80
926,-160
927,-160
928,-200
929,-160
930,0
931,-120
932,-80
933,-120
934,-160
935,-160
936,-40
937,-80
938,-120
939,-40
940,-120
941,-160
942,-120
943,-160
944,-80
945,-200
946,-80
947,-80
948,-120
949,-40
950,-80
951,-160
952,-200
953,-160
954,-120
955,-160
956,-80
957,-160
958,-40
959,-80
960,-160
961,-120
962,-120
963,-80
964,-160
965,-120
966,-120
967,-160
968,-120
969,-80
970,-120
971,-160
972,-80
973,-120
974,-120
975,-200
976,-40
977,-80
978,-40
979,-40
980,-120
981,-120
982,-40
983,-80
984,-120
985,-120
986,-120
987,-120
988,-160
989,-120
990,-80
991,-120
992,-120
993,-80
994,-160
995,-120
996,-160
997,-80
998,-120
999,-40
