Episodes,Reward
25,-16.67202787333432
25025,-4.457628972291092
50025,-5.952283501043243
75025,-12.621052950375221
100025,-29.584516462406437
125025,-3.5220423089514035
150025,-7.2964122244066925
175025,-5.1367179324031245
200025,-6.874624463855625
225025,-4.862572343531384
