Running on host: studgpu-node01.inf.ethz.ch
In directory: /cluster/courses/3dv/data/team-25/decentralized_marl/ppo_algorithm
Starting on: Tue Jun 25 01:06:02 CEST 2024
SLURM_JOB_ID: 22816
using cuda
episode: 0 | avg score: -60.0 | learning_steps: 0
episode: 100 | avg score: -31.6 | learning_steps: 39
episode: 200 | avg score: -38.0 | learning_steps: 78
episode: 300 | avg score: -41.2 | learning_steps: 117
episode: 400 | avg score: -34.8 | learning_steps: 156
episode: 500 | avg score: -39.8 | learning_steps: 195
episode: 600 | avg score: -34.2 | learning_steps: 234
episode: 700 | avg score: -34.6 | learning_steps: 273
episode: 800 | avg score: -37.2 | learning_steps: 312
episode: 900 | avg score: -34.4 | learning_steps: 351
episode: 1000 | avg score: -35.2 | learning_steps: 391
episode: 1100 | avg score: -33.0 | learning_steps: 430
episode: 1200 | avg score: -33.4 | learning_steps: 468
episode: 1300 | avg score: -28.2 | learning_steps: 508
episode: 1400 | avg score: -42.0 | learning_steps: 547
episode: 1500 | avg score: -30.6 | learning_steps: 586
episode: 1600 | avg score: -37.4 | learning_steps: 625
episode: 1700 | avg score: -27.1 | learning_steps: 664
episode: 1800 | avg score: -30.6 | learning_steps: 703
episode: 1900 | avg score: -27.7 | learning_steps: 741
episode: 2000 | avg score: -31.1 | learning_steps: 780
episode: 2100 | avg score: -27.6 | learning_steps: 819
episode: 2200 | avg score: -24.4 | learning_steps: 858
slurmstepd: error: *** JOB 22816 ON studgpu-node01 CANCELLED AT 2024-06-25T01:12:51 ***
