Episodes,Reward
0,-100.0
5000,-96.66666666666667
10000,-100.0
15000,-100.0
20000,-100.0
25000,-93.33333333333333
30000,-100.0
35000,-100.0
40000,-100.0
45000,-96.66666666666667
50000,-93.33333333333333
55000,-96.66666666666667
60000,-100.0
65000,-100.0
70000,-100.0
75000,-96.66666666666667
80000,-96.66666666666667
85000,-100.0
90000,-100.0
95000,-96.66666666666667
100000,-100.0
105000,-100.0
110000,-100.0
115000,-96.66666666666667
120000,-93.33333333333333
125000,-100.0
130000,-100.0
135000,-100.0
140000,-100.0
145000,-96.66666666666667
150000,-96.66666666666667
155000,-96.66666666666667
160000,-100.0
165000,-100.0
170000,-100.0
175000,-100.0
180000,-100.0
185000,-100.0
190000,-96.66666666666667
195000,-96.66666666666667
200000,-96.66666666666667
205000,-100.0
210000,-100.0
215000,-100.0
220000,-100.0
225000,-100.0
230000,-96.66666666666667
235000,-100.0
240000,-93.33333333333333
245000,-100.0
250000,-100.0
255000,-96.66666666666667
260000,-96.66666666666667
265000,-100.0
270000,-96.66666666666667
275000,-100.0
280000,-100.0
285000,-96.66666666666667
290000,-96.66666666666667
295000,-93.33333333333333
300000,-100.0
305000,-100.0
310000,-100.0
315000,-100.0
320000,-96.66666666666667
325000,-96.66666666666667
330000,-93.33333333333333
335000,-100.0
340000,-100.0
345000,-100.0
350000,-100.0
355000,-100.0
360000,-93.33333333333333
365000,-93.33333333333333
370000,-100.0
375000,-100.0
380000,-100.0
385000,-100.0
390000,-100.0
395000,-96.66666666666667
400000,-96.66666666666667
405000,-100.0
410000,-96.66666666666667
415000,-100.0
420000,-100.0
425000,-96.66666666666667
430000,-96.66666666666667
435000,-100.0
440000,-100.0
445000,-100.0
450000,-100.0
455000,-100.0
460000,-100.0
465000,-96.66666666666667
470000,-96.66666666666667
475000,-100.0
480000,-100.0
485000,-100.0
490000,-100.0
495000,-100.0
500000,-100.0
505000,-96.66666666666667
510000,-100.0
515000,-100.0
520000,-96.66666666666667
525000,-100.0
530000,-100.0
535000,-93.33333333333333
540000,-96.66666666666667
545000,-93.33333333333333
550000,-100.0
555000,-100.0
560000,-100.0
565000,-100.0
570000,-100.0
575000,-100.0
580000,-96.66666666666667
585000,-100.0
590000,-96.66666666666667
595000,-96.66666666666667
600000,-96.66666666666667
605000,-100.0
610000,-100.0
615000,-100.0
620000,-100.0
625000,-100.0
630000,-100.0
635000,-100.0
640000,-100.0
645000,-93.33333333333333
650000,-96.66666666666667
655000,-100.0
660000,-100.0
665000,-100.0
670000,-100.0
675000,-100.0
680000,-100.0
685000,-93.33333333333333
690000,-100.0
695000,-100.0
700000,-100.0
705000,-100.0
710000,-100.0
715000,-100.0
720000,-100.0
725000,-100.0
730000,-96.66666666666667
735000,-100.0
740000,-100.0
745000,-100.0
750000,-93.33333333333333
755000,-100.0
760000,-96.66666666666667
765000,-100.0
770000,-96.66666666666667
775000,-100.0
780000,-100.0
785000,-100.0
790000,-96.66666666666667
795000,-100.0
800000,-100.0
805000,-96.66666666666667
810000,-96.66666666666667
815000,-100.0
820000,-100.0
825000,-96.66666666666667
830000,-96.66666666666667
835000,-93.33333333333333
840000,-100.0
845000,-100.0
850000,-100.0
855000,-96.66666666666667
860000,-100.0
865000,-100.0
870000,-100.0
875000,-100.0
880000,-100.0
885000,-100.0
890000,-96.66666666666667
895000,-100.0
900000,-96.66666666666667
905000,-100.0
910000,-100.0
915000,-100.0
920000,-93.33333333333333
925000,-100.0
930000,-100.0
935000,-100.0
940000,-100.0
945000,-96.66666666666667
950000,-100.0
955000,-100.0
960000,-100.0
965000,-96.66666666666667
970000,-100.0
975000,-96.66666666666667
980000,-100.0
985000,-100.0
990000,-96.66666666666667
995000,-100.0
1000000,-100.0
1005000,-100.0
1010000,-96.66666666666667
1015000,-100.0
1020000,-100.0
1025000,-96.66666666666667
1030000,-100.0
1035000,-100.0
1040000,-100.0
1045000,-100.0
1050000,-100.0
1055000,-100.0
1060000,-100.0
1065000,-100.0
1070000,-96.66666666666667
1075000,-100.0
1080000,-100.0
1085000,-100.0
1090000,-100.0
1095000,-100.0
1100000,-100.0
1105000,-100.0
1110000,-100.0
1115000,-100.0
1120000,-96.66666666666667
1125000,-100.0
1130000,-100.0
1135000,-93.33333333333333
1140000,-100.0
1145000,-100.0
1150000,-93.33333333333333
1155000,-100.0
1160000,-100.0
1165000,-100.0
1170000,-100.0
1175000,-100.0
1180000,-100.0
1185000,-96.66666666666667
1190000,-100.0
1195000,-100.0
1200000,-100.0
1205000,-96.66666666666667
1210000,-100.0
1215000,-100.0
1220000,-100.0
1225000,-96.66666666666667
1230000,-100.0
1235000,-100.0
1240000,-93.33333333333333
1245000,-100.0
1250000,-100.0
1255000,-96.66666666666667
1260000,-100.0
1265000,-100.0
1270000,-96.66666666666667
1275000,-100.0
1280000,-96.66666666666667
1285000,-96.66666666666667
1290000,-96.66666666666667
1295000,-100.0
1300000,-100.0
1305000,-100.0
1310000,-100.0
1315000,-100.0
1320000,-100.0
1325000,-100.0
1330000,-100.0
1335000,-96.66666666666667
1340000,-100.0
1345000,-96.66666666666667
1350000,-100.0
1355000,-93.33333333333333
1360000,-100.0
1365000,-100.0
1370000,-96.66666666666667
1375000,-100.0
1380000,-100.0
1385000,-100.0
1390000,-96.66666666666667
1395000,-100.0
1400000,-96.66666666666667
1405000,-96.66666666666667
1410000,-100.0
1415000,-96.66666666666667
1420000,-100.0
1425000,-100.0
1430000,-100.0
1435000,-100.0
1440000,-100.0
1445000,-100.0
1450000,-100.0
1455000,-96.66666666666667
1460000,-93.33333333333333
1465000,-100.0
1470000,-100.0
1475000,-96.66666666666667
1480000,-100.0
1485000,-100.0
1490000,-100.0
1495000,-100.0
1500000,-100.0
1505000,-100.0
1510000,-100.0
1515000,-100.0
1520000,-96.66666666666667
1525000,-100.0
1530000,-100.0
1535000,-96.66666666666667
1540000,-100.0
1545000,-100.0
1550000,-100.0
1555000,-100.0
1560000,-100.0
1565000,-100.0
1570000,-100.0
1575000,-100.0
1580000,-96.66666666666667
1585000,-100.0
1590000,-100.0
1595000,-100.0
1600000,-100.0
1605000,-100.0
1610000,-100.0
1615000,-100.0
1620000,-100.0
1625000,-96.66666666666667
1630000,-100.0
1635000,-96.66666666666667
1640000,-100.0
1645000,-96.66666666666667
1650000,-100.0
1655000,-100.0
1660000,-100.0
1665000,-100.0
1670000,-93.33333333333333
1675000,-96.66666666666667
1680000,-100.0
1685000,-100.0
1690000,-100.0
1695000,-96.66666666666667
1700000,-96.66666666666667
1705000,-96.66666666666667
1710000,-96.66666666666667
1715000,-96.66666666666667
1720000,-100.0
1725000,-100.0
1730000,-100.0
1735000,-100.0
1740000,-100.0
1745000,-100.0
1750000,-96.66666666666667
1755000,-93.33333333333333
1760000,-100.0
1765000,-100.0
1770000,-96.66666666666667
1775000,-100.0
1780000,-100.0
1785000,-100.0
1790000,-100.0
1795000,-100.0
1800000,-100.0
1805000,-96.66666666666667
1810000,-96.66666666666667
1815000,-100.0
1820000,-100.0
1825000,-100.0
1830000,-100.0
1835000,-96.66666666666667
1840000,-96.66666666666667
1845000,-96.66666666666667
1850000,-100.0
1855000,-100.0
1860000,-96.66666666666667
1865000,-100.0
1870000,-100.0
1875000,-100.0
1880000,-100.0
1885000,-100.0
1890000,-100.0
1895000,-96.66666666666667
1900000,-93.33333333333333
1905000,-100.0
1910000,-100.0
1915000,-96.66666666666667
1920000,-100.0
1925000,-96.66666666666667
1930000,-100.0
1935000,-100.0
1940000,-100.0
1945000,-96.66666666666667
1950000,-93.33333333333333
1955000,-96.66666666666667
1960000,-96.66666666666667
1965000,-100.0
1970000,-96.66666666666667
1975000,-96.66666666666667
1980000,-96.66666666666667
1985000,-96.66666666666667
1990000,-100.0
1995000,-100.0
2000000,-100.0
2005000,-100.0
2010000,-96.66666666666667
2015000,-100.0
2020000,-96.66666666666667
2025000,-96.66666666666667
2030000,-100.0
2035000,-93.33333333333333
2040000,-93.33333333333333
2045000,-96.66666666666667
2050000,-93.33333333333333
2055000,-96.66666666666667
2060000,-100.0
2065000,-96.66666666666667
2070000,-100.0
2075000,-100.0
2080000,-100.0
2085000,-100.0
2090000,-100.0
2095000,-100.0
2100000,-100.0
2105000,-96.66666666666667
2110000,-100.0
2115000,-100.0
2120000,-100.0
2125000,-96.66666666666667
2130000,-100.0
2135000,-100.0
2140000,-100.0
2145000,-96.66666666666667
2150000,-90.0
2155000,-100.0
2160000,-100.0
2165000,-96.66666666666667
2170000,-100.0
2175000,-100.0
2180000,-100.0
2185000,-100.0
2190000,-100.0
2195000,-100.0
2200000,-100.0
2205000,-100.0
2210000,-96.66666666666667
2215000,-100.0
2220000,-93.33333333333333
2225000,-96.66666666666667
2230000,-96.66666666666667
2235000,-96.66666666666667
2240000,-100.0
2245000,-100.0
2250000,-96.66666666666667
2255000,-100.0
2260000,-100.0
2265000,-100.0
2270000,-96.66666666666667
2275000,-100.0
2280000,-96.66666666666667
2285000,-100.0
2290000,-100.0
2295000,-100.0
2300000,-100.0
2305000,-100.0
2310000,-100.0
2315000,-100.0
2320000,-100.0
2325000,-100.0
2330000,-96.66666666666667
2335000,-100.0
2340000,-96.66666666666667
2345000,-100.0
2350000,-96.66666666666667
2355000,-96.66666666666667
2360000,-100.0
2365000,-96.66666666666667
2370000,-100.0
2375000,-96.66666666666667
2380000,-100.0
2385000,-100.0
2390000,-100.0
2395000,-100.0
2400000,-96.66666666666667
2405000,-100.0
2410000,-100.0
2415000,-96.66666666666667
2420000,-100.0
2425000,-100.0
2430000,-96.66666666666667
2435000,-100.0
2440000,-96.66666666666667
2445000,-100.0
2450000,-100.0
2455000,-100.0
2460000,-100.0
2465000,-100.0
2470000,-100.0
2475000,-96.66666666666667
2480000,-96.66666666666667
2485000,-100.0
2490000,-100.0
2495000,-96.66666666666667
2500000,-100.0
2505000,-100.0
2510000,-100.0
2515000,-100.0
2520000,-100.0
2525000,-100.0
2530000,-96.66666666666667
2535000,-100.0
2540000,-93.33333333333333
2545000,-96.66666666666667
2550000,-96.66666666666667
2555000,-100.0
2560000,-100.0
2565000,-100.0
2570000,-100.0
2575000,-100.0
2580000,-100.0
2585000,-100.0
2590000,-100.0
2595000,-96.66666666666667
2600000,-96.66666666666667
2605000,-93.33333333333333
2610000,-100.0
2615000,-100.0
2620000,-100.0
2625000,-96.66666666666667
2630000,-100.0
2635000,-100.0
2640000,-100.0
2645000,-100.0
2650000,-100.0
2655000,-100.0
2660000,-100.0
2665000,-93.33333333333333
2670000,-100.0
2675000,-96.66666666666667
2680000,-96.66666666666667
2685000,-100.0
2690000,-96.66666666666667
2695000,-93.33333333333333
2700000,-93.33333333333333
2705000,-96.66666666666667
2710000,-100.0
2715000,-100.0
2720000,-100.0
2725000,-96.66666666666667
2730000,-93.33333333333333
2735000,-100.0
2740000,-96.66666666666667
2745000,-100.0
2750000,-100.0
2755000,-100.0
2760000,-96.66666666666667
2765000,-100.0
2770000,-100.0
2775000,-100.0
2780000,-100.0
2785000,-100.0
