Episodes,Reward
0,-240
250,-280
500,-240
750,-200
1000,-120
1250,-280
1500,-320
1750,-280
2000,-160
2250,-240
2500,-80
2750,-120
3000,-120
3250,-160
3500,-160
3750,0
4000,-160
4250,-280
4500,-160
4750,-160
